count_star_interval	1.80
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.78
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.78
count_star_interval	1.77
count_star_interval	1.78
count_star_interval	1.78
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.78
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.79
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.78
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.78
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.78
count_star_interval	1.78
count_star_interval	1.77
count_star_interval	1.78
count_star_interval	1.77
count_star_interval	1.78
count_star_interval	1.80
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.78
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.79
count_star_interval	1.77
count_star_interval	1.78
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.78
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.78
count_star_interval	1.78
count_star_interval	1.78
count_star_interval	1.77
count_star_interval	1.78
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.78
count_star_interval	1.79
count_star_interval	1.77
count_star_interval	1.78
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.78
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.78
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.78
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.78
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.78
count_star_interval	1.77
count_star_interval	1.77
count_star_interval	1.77
sum_price	2.07
sum_price	2.07
sum_price	2.07
sum_price	2.11
sum_price	2.07
sum_price	2.09
sum_price	2.07
sum_price	2.07
sum_price	2.07
sum_price	2.07
sum_price	2.09
sum_price	2.08
sum_price	2.07
sum_price	2.08
sum_price	2.07
sum_price	2.07
sum_price	2.07
sum_price	2.07
sum_price	2.07
sum_price	2.07
sum_price	2.07
sum_price	2.07
sum_price	2.08
sum_price	2.08
sum_price	2.08
sum_price	2.07
sum_price	2.07
sum_price	2.08
sum_price	2.08
sum_price	2.07
sum_price	2.08
sum_price	2.07
sum_price	2.07
sum_price	2.07
sum_price	2.07
sum_price	2.07
sum_price	2.07
sum_price	2.07
sum_price	2.08
sum_price	2.07
sum_price	2.07
